ISSN	CategoryName
2052-4374	临床医学
2288-6575	临床医学
0003-4347	计算机科学
1817-1737	临床医学
1341-1098	临床医学
1425-9524	临床医学
0077-8923	综合交叉学科
0065-7743	药理学和毒理学
0066-4103	临床医学
1936-1327	化学
2165-8102	植物学与动物学
0084-6570	社会科学总论
0267-1905	社会科学总论
0066-4146	空间科学
0066-4154	生物学与生物化学
1523-9829	分子生物学与遗传学
1936-122X	生物学与生物化学
1081-0706	分子生物学与遗传学
1947-5438	化学
1548-5943	精神病学与心理学
1947-5454	物理学
0084-6597	地球科学
1543-592X	环境科学与生态学
1941-1383	经济与商业
0066-4170	植物学与动物学
1543-5938	环境科学与生态学
0066-4189	物理学
1941-1413	农业科学
0066-4197	分子生物学与遗传学
1527-8204	分子生物学与遗传学
0732-0582	免疫学
1550-3585	社会科学总论
2333-9691	社会科学总论
1941-1405	地球科学
1531-7331	材料科学
0066-4219	临床医学
0066-4227	微生物学
0147-006X	神经系统学与行为学
0163-8998	物理学
0199-9885	农业科学
2327-0608	精神病学与心理学
1553-4006	临床医学
0362-1642	药理学和毒理学
0066-426X	化学
0066-4278	生物学与生物化学
0066-4286	植物学与动物学
1543-5008	植物学与动物学
1094-2939	社会科学总论
0066-4308	精神病学与心理学
0163-7525	社会科学总论
1941-1340	经济与商业
0360-0572	社会科学总论
2326-8298	数学
2327-056X	微生物学
0066-4677	社会科学总论
1408-032X	社会科学总论
1463-4996	社会科学总论
0972-0073	社会科学总论
1364-8470	社会科学总论
2332-3256	社会科学总论
1871-5206	药理学和毒理学
2079-6382	临床医学
2027-1131	社会科学总论
2041-2851	植物学与动物学
1696-7348	社会科学总论
1205-612X	社会科学总论
1452-8630	数学
2168-0450	植物学与动物学
0862-7940	数学
1176-2322	分子生物学与遗传学
1869-0327	计算机科学
1687-9724	计算机科学
1559-6915	计算机科学
1088-8691	精神病学与心理学
2040-5790	经济与商业
1672-7975	地球科学
1175-5652	社会科学总论
1868-6311	社会科学总论
1005-1031	数学
0003-6900	工程学
2190-5509	材料科学
2327-9095	精神病学与心理学
2162-2965	精神病学与心理学
1570-5838	计算机科学
2190-5533	化学
1882-0778	物理学
1931-9401	物理学
1715-5312	临床医学
1758-0846	精神病学与心理学
1871-2584	社会科学总论
2076-3417	工程学
1874-463X	社会科学总论
2190-5487	化学
1683-3511	数学
1869-215X	植物学与动物学
1864-7790	植物学与动物学
1798-6540	环境科学与生态学
0268-0556	社会科学总论
0271-3519	社会科学总论
1878-5352	化学
1866-7511	地球科学
2193-5343	数学
1075-2196	地球科学
1866-9557	社会科学总论
1960-1360	地球科学
0084-6724	精神病学与心理学
1775-8785	社会科学总论
0137-5075	物理学
0365-0340	农业科学
0354-4664	生物学与生物化学
1643-8698	临床医学
1875-2136	临床医学
1644-9665	工程学
2345-2641	临床医学
2300-2611	工程学
1743-0585	临床医学
1359-2998	临床医学
1427-4221	工程学
1933-8244	社会科学总论
2083-4772	环境科学与生态学
1105-3992	临床医学
1029-2977	临床医学
1734-1922	临床医学
0860-7001	地球科学
1823-8602	临床医学
1862-3522	临床医学
1509-2046	临床医学
1309-0291	临床医学
2251-953X	临床医学
1434-1816	精神病学与心理学
0325-0075	临床医学
1657-320X	临床医学
1578-8393	社会科学总论
0254-1637	社会科学总论
1233-5835	经济与商业
0920-427X	社会科学总论
0004-1254	药理学和毒理学
0066-782X	临床医学
0004-2730	临床医学
2326-5191	临床医学
2090-1984	临床医学
1863-7221	植物学与动物学
1872-8855	植物学与动物学
2169-1401	生物学与生物化学
1433-5298	计算机科学
1753-3015	社会科学总论
1610-2932	社会科学总论
1360-2381	经济与商业
1598-1037	社会科学总论
1444-2213	社会科学总论
0218-8791	社会科学总论
1038-4111	经济与商业
0217-4561	经济与商业
1355-5855	经济与商业
1094-1665	社会科学总论
1019-2557	社会科学总论
1326-365X	社会科学总论
1360-7456	社会科学总论
0119-5646	社会科学总论
1387-2834	经济与商业
1608-1625	经济与商业
1976-7633	地球科学
1932-2135	化学
1743-7555	临床医学
1175-2882	社会科学总论
2041-9945	经济与商业
1010-5395	社会科学总论
2214-6873	临床医学
1359-866X	社会科学总论
1758-5864	精神病学与心理学
1948-1985	精神病学与心理学
1905-7415	临床医学
1472-4782	经济与商业
1351-3958	经济与商业
1535-3516	经济与商业
1832-8105	经济与商业
2095-0357	植物学与动物学
0129-2986	社会科学总论
1871-0131	社会科学总论
1093-6106	数学
2193-5807	化学
1568-4849	社会科学总论
1015-9584	临床医学
1976-1597	经济与商业
1819-5164	社会科学总论
1985-1944	植物学与动物学
1976-1317	临床医学
1995-7645	临床医学
0258-9184	社会科学总论
1744-1730	社会科学总论
1321-7348	经济与商业
1035-7823	社会科学总论
1225-925X	社会科学总论
0117-1968	社会科学总论
0818-9935	经济与商业
2050-3806	社会科学总论
1075-2935	社会科学总论
0260-2938	社会科学总论
1592-5986	临床医学
0515-0361	经济与商业
2213-1337	物理学
1990-3413	空间科学
2041-8205	空间科学
0212-6567	临床医学
0210-6124	社会科学总论
2073-4433	地球科学
1867-1381	地球科学
1309-1042	环境科学与生态学
1530-261X	地球科学
2218-2004	物理学
1943-3921	精神病学与心理学
0365-0359	综合交叉学科
2039-4330	临床医学
0743-4618	社会科学总论
2052-1758	植物学与动物学
1834-2000	经济与商业
1574-6267	临床医学
0312-5033	社会科学总论
1449-5554	社会科学总论
1448-6563	环境科学与生态学
1449-8618	计算机科学
1030-0112	社会科学总论
1836-1935	临床医学
1833-928X	农业科学
1039-8562	精神病学与心理学
0729-4352	社会科学总论
0004-8623	社会科学总论
1035-6908	经济与商业
1036-7314	临床医学
0004-9018	经济与商业
0816-5122	精神病学与心理学
1329-1947	临床医学
0300-8495	临床医学
0156-5788	临床医学
1443-1394	社会科学总论
0813-0531	临床医学
1035-8811	社会科学总论
1038-4162	精神病学与心理学
0814-0626	农业科学
0045-0618	临床医学
0726-8602	社会科学总论
1448-7527	社会科学总论
1038-5282	临床医学
1835-517X	社会科学总论
0004-9670	社会科学总论
1836-716X	地球科学
0045-0766	社会科学总论
0587-3908	临床医学
0729-3682	社会科学总论
0312-8008	药理学和毒理学
1832-1526	社会科学总论
0312-407X	社会科学总论
0818-8068	社会科学总论
0814-723X	精神病学与心理学
0067-2378	社会科学总论
2072-7151	地球科学
0379-5292	植物学与动物学
1470-9589	材料科学
1939-3792	精神病学与心理学
2038-0305	临床医学
0928-8910	计算机科学
0005-1144	工程学
1554-8627	分子生物学与遗传学
1514-3899	社会科学总论
2244-7881	临床医学
1794-4724	社会科学总论
1758-1559	植物学与动物学
1712-6568	植物学与动物学
2228-7930	化学
1134-2277	社会科学总论
2218-6816	数学
1935-1682	经济与商业
1935-1690	经济与商业
1935-1704	经济与商业
0001-6497	临床医学
1392-0049	空间科学
1392-1355	植物学与动物学
0253-5416	植物学与动物学
1742-7835	药理学和毒理学
1439-1791	环境科学与生态学
0197-3533	精神病学与心理学
0300-8428	临床医学
0950-091X	地球科学
2214-6474	临床医学
0738-6729	精神病学与心理学
0001-8244	精神病学与心理学
0145-4455	精神病学与心理学
0005-7894	精神病学与心理学
0140-525X	神经系统学与行为学
0198-7429	精神病学与心理学
0340-5443	植物学与动物学
1045-2249	植物学与动物学
1072-0847	精神病学与心理学
0896-4289	精神病学与心理学
0735-7044	神经系统学与行为学
0735-3936	精神病学与心理学
0144-929X	精神病学与心理学
0813-4839	精神病学与心理学
0005-7967	精神病学与心理学
1352-4658	精神病学与心理学
0166-4328	神经系统学与行为学
0953-4180	神经系统学与行为学
0955-8810	神经系统学与行为学
0376-6357	植物学与动物学
0005-7959	植物学与动物学
0777-6276	植物学与动物学
1089-7089	计算机科学
2196-5099	农业科学
0863-1808	社会科学总论
0005-9366	植物学与动物学
1350-7265	数学
1521-690X	临床医学
1521-6926	临床医学
1521-6934	临床医学
1521-6918	临床医学
1521-6942	临床医学
0340-5370	经济与商业
0006-2294	社会科学总论
0959-2989	临床医学
0952-4622	植物学与动物学
1024-2422	生物学与生物化学
0327-9545	生物学与生物化学
0006-291X	生物学与生物化学
1369-703X	生物学与生物化学
0006-2928	分子生物学与遗传学
0264-6021	生物学与生物化学
0006-2952	药理学和毒理学
0300-5127	生物学与生物化学
0305-1978	生物学与生物化学
0829-8211	生物学与生物化学
1470-8175	生物学与生物化学
0006-2979	生物学与生物化学
0006-2960	生物学与生物化学
0005-2728	生物学与生物化学
0005-2736	生物学与生物化学
0304-4165	生物学与生物化学
1388-1981	生物学与生物化学
0925-4439	临床医学
0167-4889	分子生物学与遗传学
1570-9639	生物学与生物化学
0304-419X	临床医学
0300-9084	生物学与生物化学
1043-1802	化学
0958-3157	农业科学
1342-4815	农业科学
1386-6141	农业科学
0923-9820	生物学与生物化学
0960-3115	环境科学与生态学
1173-8804	药理学和毒理学
1567-5394	生物学与生物化学
0197-8462	生物学与生物化学
0265-9247	生物学与生物化学
0269-9702	社会科学总论
0951-6433	生物学与生物化学
0892-7014	植物学与动物学
0168-2563	环境科学与生态学
1389-5729	分子生物学与遗传学
1367-4803	计算机科学
1565-3633	化学
0006-3134	植物学与动物学
0006-3088	生物学与生物化学
0918-6158	药理学和毒理学
0144-8765	农业科学
0006-3185	生物学与生物化学
1431-6730	生物学与生物化学
0006-3207	环境科学与生态学
1049-9644	植物学与动物学
0340-1200	神经系统学与行为学
1387-3547	环境科学与生态学
0024-4066	植物学与动物学
1480-9222	生物学与生物化学
0006-3223	神经系统学与行为学
0301-0511	精神病学与心理学
0716-9760	生物学与生物化学
1464-7931	生物学与生物化学
0929-1016	生物学与生物化学
0163-4984	生物学与生物化学
1045-1056	药理学和毒理学
0233-4755	分子生物学与遗传学
0169-3867	社会科学总论
0791-7945	环境科学与生态学
0178-2762	农业科学
1062-3590	生物学与生物化学
1083-8791	免疫学
0006-3363	临床医学
0860-021X	临床医学
0248-4900	分子生物学与遗传学
1525-7797	生物学与生物化学
1354-750X	药理学和毒理学
0961-9534	环境科学与生态学
0142-9612	材料科学
0895-3988	环境科学与生态学
0269-3879	化学
1016-2372	分子生物学与遗传学
1387-2176	临床医学
1213-8118	临床医学
0970-938X	临床医学
0388-6107	临床医学
0753-3322	药理学和毒理学
0966-0844	生物学与生物化学
0323-3847	数学
0006-341X	数学
0006-3444	数学
0960-894X	化学
0968-0896	化学
0045-2068	生物学与生物化学
1542-166X	药理学和毒理学
0142-2782	药理学和毒理学
0301-4622	化学
0006-3495	生物学与生物化学
0006-3525	生物学与生物化学
1615-7591	工程学
1088-9868	环境科学与生态学
0960-8524	生物学与生物化学
0006-355X	分子生物学与遗传学
0916-8451	生物学与生物化学
0144-8463	分子生物学与遗传学
0006-3568	生物学与生物化学
0956-5663	化学
1465-4644	数学
1537-5110	农业科学
0303-2647	生物学与生物化学
1676-0603	环境科学与生态学
1052-0295	生物学与生物化学
0736-6205	生物学与生物化学
1370-6233	农业科学
1310-2818	生物学与生物化学
0734-9750	生物学与生物化学
0885-4513	生物学与生物化学
0006-3592	生物学与生物化学
1226-8372	生物学与生物化学
0730-031X	生物学与生物化学
0141-5492	生物学与生物化学
8756-7938	生物学与生物化学
0006-3606	环境科学与生态学
1398-5647	精神病学与心理学
0959-2709	植物学与动物学
0006-3657	植物学与动物学
1542-0752	分子生物学与遗传学
1542-9733	分子生物学与遗传学
1542-975X	分子生物学与遗传学
0730-7659	临床医学
0006-3835	数学
1470-0328	临床医学
1464-4096	临床医学
1079-9796	临床医学
0957-5235	临床医学
1359-5237	临床医学
0803-7051	临床医学
0253-5068	临床医学
0268-960X	临床医学
0006-4971	临床医学
0006-5196	植物学与动物学
1976-6696	生物学与生物化学
1471-2253	临床医学
1471-2091	生物学与生物化学
1471-2105	计算机科学
1741-7007	生物学与生物化学
1472-6750	生物学与生物化学
2046-1682	生物学与生物化学
1471-2407	临床医学
1471-2121	分子生物学与遗传学
1471-2261	临床医学
1472-6890	临床医学
1472-6882	临床医学
1471-213X	分子生物学与遗传学
1472-6785	环境科学与生态学
1471-2148	植物学与动物学
1472-6815	临床医学
1472-6823	临床医学
1471-2296	临床医学
1471-230X	临床医学
1471-2156	分子生物学与遗传学
1471-2164	分子生物学与遗传学
1471-2318	临床医学
1472-6963	临床医学
1471-2172	免疫学
1471-2334	免疫学
1472-698X	社会科学总论
1471-2342	临床医学
1471-2180	微生物学
1471-2199	分子生物学与遗传学
1471-2474	临床医学
1472-6920	社会科学总论
1472-6939	社会科学总论
1471-2350	分子生物学与遗传学
1755-8794	分子生物学与遗传学
1472-6947	临床医学
1471-2288	临床医学
1741-7015	临床医学
1471-2202	神经系统学与行为学
1471-2369	临床医学
1471-2377	神经系统学与行为学
1471-2415	临床医学
1472-6831	临床医学
1471-2229	植物学与动物学
1471-2458	社会科学总论
1472-684X	社会科学总论
1471-2431	临床医学
2050-6511	药理学和毒理学
1471-2393	临床医学
1471-244X	精神病学与心理学
1471-2466	临床医学
1472-6807	生物学与生物化学
1471-2482	临床医学
1752-0509	生物学与生物化学
1471-2490	临床医学
1746-6148	植物学与动物学
1472-6874	临床医学
0165-0505	社会科学总论
2044-6055	临床医学
2044-5415	临床医学
2045-435X	临床医学
1756-1833	临床医学
0006-579X	植物学与动物学
0046-9939	植物学与动物学
0366-3175	材料科学
1405-213X	数学
0375-7633	地球科学
0268-3369	免疫学
8756-3282	临床医学
1239-6095	环境科学与生态学
0300-9483	地球科学
0717-9200	植物学与动物学
0006-8047	社会科学总论
0006-8055	植物学与动物学
0024-4074	植物学与动物学
0006-8101	植物学与动物学
0006-8241	植物学与动物学
